person	position	position_is_noisy	document_count	person_total_documents	share_of_person_documents
А.Г. Шляпникова	член	yes	1	1	1.0
А.Д. Арефьева	агент	no	1	2	0.5
А.Д. Арефьева	директор	no	1	2	0.5
А.Д. Арефьева	заместитель	no	1	2	0.5
А.Д. Арефьева	комиссар	no	1	2	0.5
А.Д. Арефьева	начальник	no	1	2	0.5
А.Д. Арефьева	председатель	no	1	2	0.5
А.Д. Арефьева	руководитель	no	1	2	0.5
А.Д. Арефьева	секретарь	no	1	2	0.5
А.Д. Арефьева	сотрудник	no	1	2	0.5
А.Д. Арефьевым	начальник	no	1	1	1.0
А.Д. Арефьевым	член	yes	1	1	1.0
А.Д. Бронштейне	директор	no	1	1	1.0
А.Д. Бронштейне	руководитель	no	1	1	1.0
А.Д. Бронштейне	секретарь	no	1	1	1.0
А.Д. Бронштейне	троцкист	yes	1	1	1.0
А.Д. Бронштейне	член	yes	1	1	1.0
А.Д. Зайцева	агент	no	1	2	0.5
А.Д. Зайцева	вредитель	yes	1	2	0.5
А.Д. Зайцева	нарком	no	1	2	0.5
А.Д. Зайцева	председатель	no	1	2	0.5
А.Д. Зайцева	представитель	yes	1	2	0.5
А.Д. Зайцева	редактор	no	1	2	0.5
А.Д. Зайцева	руководитель	no	1	2	0.5
А.Д. Зайцева	свидетель	no	1	2	0.5
А.Е. Авдеевой	председатель	no	1	3	0.3333
А.Е. Авдеевой	руководитель	no	1	3	0.3333
А.Е. Кожуро	нарком	no	1	3	0.3333
А.Е. Кожуро	руководитель	no	1	3	0.3333
А.Е. Кожуро	троцкист	yes	1	3	0.3333
А.З. Волкова	нарком	no	1	1	1.0
А.З. Волкова	начальник	no	1	1	1.0
А.З. Волкова	обвиняемый	no	1	1	1.0
А.З. Волкова	руководитель	no	1	1	1.0
А.З. Волкова	свидетель	no	1	1	1.0
А.З. Волкова	секретарь	no	1	1	1.0
А.З. Волкова	троцкист	yes	1	1	1.0
А.З. Волкова	член	yes	1	1	1.0
А.И. Александрова	кандидат	yes	1	4	0.25
А.И. Александрова	нарком	no	1	4	0.25
А.И. Александрова	начальник	no	1	4	0.25
А.И. Александрова	обвиняемый	no	1	4	0.25
А.И. Александрова	правый	yes	1	4	0.25
А.И. Александрова	представитель	yes	1	4	0.25
А.И. Александрова	сотрудник	no	1	4	0.25
А.И. Анишева	комиссар	no	1	12	0.0833
А.И. Анишева	начальник	no	1	12	0.0833
А.И. Анишева	председатель	no	1	12	0.0833
А.И. Анишева	редактор	no	1	12	0.0833
А.И. Анишева	секретарь	no	1	12	0.0833
А.И. Анишевым	обвиняемый	no	1	1	1.0
А.И. Анишевым	руководитель	no	1	1	1.0
А.И. Анишевым	член	yes	1	1	1.0
А.И. Биркенгофа	правый	yes	1	3	0.3333
А.И. Биркенгофа	председатель	no	1	3	0.3333
А.И. Бриггиса	комиссар	no	1	1	1.0
А.И. Бриггиса	нарком	no	1	1	1.0
А.И. Бриггиса	начальник	no	1	1	1.0
А.И. Бриггиса	руководитель	no	1	1	1.0
А.И. Бриггиса	секретарь	no	1	1	1.0
А.И. Бриггиса	следователь	no	1	1	1.0
А.И. Бриггиса	сотрудник	no	1	1	1.0
А.И. Бриггиса	троцкист	yes	1	1	1.0
А.И. Бриггиса	член	yes	1	1	1.0
А.И. Витковского	комиссар	no	1	1	1.0
А.И. Витковского	начальник	no	1	1	1.0
А.И. Витковского	руководитель	no	1	1	1.0
А.И. Витковского	секретарь	no	1	1	1.0
А.И. Витковского	троцкист	yes	1	1	1.0
А.И. Витковского	член	yes	1	1	1.0
А.И. Гальперина	директор	no	1	1	1.0
А.И. Гальперина	комиссар	no	1	1	1.0
А.И. Гальперина	нарком	no	1	1	1.0
А.И. Гальперина	начальник	no	1	1	1.0
А.И. Гальперина	правый	yes	1	1	1.0
А.И. Гальперина	представитель	yes	1	1	1.0
А.И. Гальперина	руководитель	no	1	1	1.0
А.И. Гальперина	секретарь	no	1	1	1.0
А.И. Гальперина	троцкист	yes	1	1	1.0
А.И. Гальперина	член	yes	1	1	1.0
А.И. Емшанова	агент	no	1	1	1.0
А.И. Емшанова	вредитель	yes	1	1	1.0
А.И. Емшанова	заместитель	no	1	1	1.0
А.И. Емшанова	комиссар	no	1	1	1.0
А.И. Емшанова	нарком	no	1	1	1.0
А.И. Емшанова	начальник	no	1	1	1.0
А.И. Емшанова	обвиняемый	no	1	1	1.0
А.И. Емшанова	правый	yes	1	1	1.0
А.И. Емшанова	руководитель	no	1	1	1.0
А.И. Емшанова	секретарь	no	1	1	1.0
А.И. Емшанова	троцкист	yes	1	1	1.0
А.И. Емшанова	член	yes	1	1	1.0
А.И. Зильбермана	подсудимый	no	1	1	1.0
А.И. Зильбермана	правый	yes	1	1	1.0
А.И. Зильбермана	руководитель	no	1	1	1.0
А.И. Зильбермана	троцкист	yes	1	1	1.0
А.И. Зильбермана	член	yes	1	1	1.0
А.И. Кармалитова	нарком	no	1	3	0.3333
А.И. Кармалитова	наркомвнудел	no	1	3	0.3333
А.И. Коновой	сотрудник	no	1	3	0.3333
А.И. Муралова	агент	no	1	1	1.0
А.И. Муралова	вредитель	yes	1	1	1.0
А.И. Муралова	правый	yes	1	1	1.0
А.И. Муралова	председатель	no	1	1	1.0
А.И. Муралова	редактор	no	1	1	1.0
А.И. Муралова	секретарь	no	1	1	1.0
А.И. Муралова	троцкист	yes	1	1	1.0
А.И. Мячиной	агент	no	1	1	1.0
А.И. Мячиной	начальник	no	1	1	1.0
А.И. Никитинской	руководитель	no	1	1	1.0
А.И. Никитинской	секретарь	no	1	1	1.0
А.И. Никитинской	сотрудник	no	1	1	1.0
А.И. Потяева	нарком	no	1	2	0.5
А.И. Потяева	представитель	yes	1	2	0.5
А.И. Потяева	редактор	no	1	2	0.5
А.И. Синелобова	директор	no	1	3	0.3333
А.И. Синелобова	руководитель	no	1	3	0.3333
А.И. Стецкого	представитель	yes	1	2	0.5
А.И. Стецкого	секретарь	no	1	2	0.5
А.И. Стецкого	троцкист	yes	1	2	0.5
А.И. Стецкого	член	yes	1	2	0.5
А.И. Толмазова	кандидат	yes	1	8	0.125
А.И. Толмазова	руководитель	no	1	8	0.125
А.И. Толмазова	секретарь	no	1	8	0.125
А.И. Толмазовым	обвиняемый	no	1	1	1.0
А.И. Толмазовым	член	yes	1	1	1.0
А.И. Уварова	заместитель	no	1	1	1.0
А.И. Уварова	комиссар	no	1	1	1.0
А.И. Уварова	нарком	no	1	1	1.0
А.И. Уварова	начальник	no	1	1	1.0
А.И. Уварова	обвиняемый	no	1	1	1.0
А.И. Уварова	руководитель	no	1	1	1.0
А.И. Уварова	секретарь	no	1	1	1.0
А.И. Уварова	троцкист	yes	1	1	1.0
А.И. Уварова	член	yes	1	1	1.0
А.И. Юлина	заместитель	no	1	2	0.5
А.И. Юлина	правый	yes	1	2	0.5
А.К. Бормана	правый	yes	1	1	1.0
А.К. Бормана	секретарь	no	1	1	1.0
А.К. Бормана	член	yes	1	1	1.0
А.К. Дрожжина	комиссар	no	1	1	1.0
А.К. Дрожжина	обвиняемый	no	1	1	1.0
А.К. Дрожжина	правый	yes	1	1	1.0
А.К. Дрожжина	руководитель	no	1	1	1.0
А.К. Дрожжина	секретарь	no	1	1	1.0
А.К. Дрожжина	троцкист	yes	1	1	1.0
А.К. Дрожжина	член	yes	1	1	1.0
А.К. Середохина	директор	no	1	3	0.3333
А.К. Середохина	сотрудник	no	1	3	0.3333
А.К. Язовских	директор	no	1	1	1.0
А.К. Язовских	заместитель	no	1	1	1.0
А.К. Язовских	комиссар	no	1	1	1.0
А.К. Язовских	начальник	no	1	1	1.0
А.К. Язовских	председатель	no	1	1	1.0
А.К. Язовских	представитель	yes	1	1	1.0
А.К. Язовских	руководитель	no	1	1	1.0
А.К. Язовских	секретарь	no	1	1	1.0
А.К. Язовских	троцкист	yes	1	1	1.0
А.К. Язовских	член	yes	1	1	1.0
А.Л. Голоступеца	свидетель	no	1	1	1.0
А.Л. Голоступеца	сотрудник	no	1	1	1.0
А.Л. Леонтьева	директор	no	1	1	1.0
А.Л. Леонтьева	начальник	no	1	1	1.0
А.Л. Леонтьева	правый	yes	1	1	1.0
А.Л. Леонтьева	председатель	no	1	1	1.0
А.Л. Леонтьева	представитель	yes	1	1	1.0
А.Л. Леонтьева	руководитель	no	1	1	1.0
А.Л. Леонтьева	секретарь	no	1	1	1.0
А.Л. Леонтьева	следователь	no	1	1	1.0
А.Л. Леонтьева	троцкист	yes	1	1	1.0
А.Л. Леонтьева	член	yes	1	1	1.0
А.М. Аркус	комиссар	no	1	1	1.0
А.М. Аркус	председатель	no	1	1	1.0
А.М. Аркус	секретарь	no	1	1	1.0
А.М. Аркус	троцкист	yes	1	1	1.0
А.М. Аркус	член	yes	1	1	1.0
А.М. Березина	агент	no	1	1	1.0
А.М. Березина	директор	no	1	1	1.0
А.М. Березина	секретарь	no	1	1	1.0
А.М. Березина	троцкист	yes	1	1	1.0
А.М. Березина	член	yes	1	1	1.0
А.М. Гертика	комиссар	no	1	11	0.0909
А.М. Гертика	нарком	no	1	11	0.0909
А.М. Гертика	правый	yes	1	11	0.0909
А.М. Гертика	представитель	yes	1	11	0.0909
А.М. Гертика	сотрудник	no	1	11	0.0909
А.М. Гертика	судья	no	1	11	0.0909
А.М. Горькому	подсудимый	no	1	2	0.5
А.М. Горькому	представитель	yes	1	2	0.5
А.М. Гусева	комиссар	no	1	2	0.5
А.М. Гусева	начальник	no	1	2	0.5
А.М. Гусева	секретарь	no	1	2	0.5
А.М. Гусева	сотрудник	no	1	2	0.5
А.М. Зорина	кандидат	yes	1	2	0.5
А.М. Зорина	нарком	no	1	2	0.5
А.М. Зорина	обвиняемый	no	1	2	0.5
А.М. Зорина	руководитель	no	1	2	0.5
А.М. Зорина	сотрудник	no	1	2	0.5
А.М. Кашкина	директор	no	1	1	1.0
А.М. Кашкина	заместитель	no	1	1	1.0
А.М. Кашкина	кандидат	yes	1	1	1.0
А.М. Кашкина	комиссар	no	1	1	1.0
А.М. Кашкина	начальник	no	1	1	1.0
А.М. Кашкина	председатель	no	1	1	1.0
А.М. Кашкина	руководитель	no	1	1	1.0
А.М. Кашкина	секретарь	no	1	1	1.0
А.М. Кашкина	сотрудник	no	1	1	1.0
А.М. Кашкина	троцкист	yes	1	1	1.0
А.М. Кашкина	член	yes	1	1	1.0
А.М. Лариной	прокурор	no	1	3	0.3333
А.М. Лариной	троцкист	yes	1	3	0.3333
А.М. Лариной	член	yes	1	3	0.3333
А.М. Луцука	директор	no	1	1	1.0
А.М. Луцука	заместитель	no	1	1	1.0
А.М. Луцука	комиссар	no	1	1	1.0
А.М. Луцука	нарком	no	1	1	1.0
А.М. Луцука	правый	yes	1	1	1.0
А.М. Луцука	председатель	no	1	1	1.0
А.М. Луцука	секретарь	no	1	1	1.0
А.М. Луцука	член	yes	1	1	1.0
А.М. Непомнящего	вредитель	yes	1	1	1.0
А.М. Непомнящего	нарком	no	1	1	1.0
А.М. Непомнящего	троцкист	yes	1	1	1.0
А.М. Попова	руководитель	no	1	1	1.0
А.М. Попова	троцкист	yes	1	1	1.0
А.М. Сосипатрова	комиссар	no	1	1	1.0
А.М. Сосипатрова	троцкист	yes	1	1	1.0
А.М. Сосипатрова	член	yes	1	1	1.0
А.М. Штейна	агент	no	1	2	0.5
А.М. Штейна	комиссар	no	1	2	0.5
А.М. Штейна	начальник	no	1	2	0.5
А.М. Штейна	представитель	yes	1	2	0.5
А.М. Штейна	секретарь	no	1	2	0.5
А.М. Штейна	троцкист	yes	1	2	0.5
А.М. Ясюкевича	заместитель	no	1	1	1.0
А.М. Ясюкевича	нарком	no	1	1	1.0
А.М. Ясюкевича	начальник	no	1	1	1.0
А.М. Ясюкевича	троцкист	yes	1	1	1.0
А.М. Ясюкевича	член	yes	1	1	1.0
А.Н. Барулина	адвокат	no	1	1	1.0
А.Н. Барулина	комиссар	no	1	1	1.0
А.Н. Барулина	начальник	no	1	1	1.0
А.Н. Барулина	обвиняемый	no	1	1	1.0
А.Н. Барулина	руководитель	no	1	1	1.0
А.Н. Барулина	секретарь	no	1	1	1.0
А.Н. Барулина	сотрудник	no	1	1	1.0
А.Н. Барулина	троцкист	yes	1	1	1.0
А.Н. Барулина	член	yes	1	1	1.0
А.Н. Бурова	директор	no	1	1	1.0
А.Н. Бурова	нарком	no	1	1	1.0
А.Н. Бурова	обвиняемый	no	1	1	1.0
А.Н. Бурова	руководитель	no	1	1	1.0
А.Н. Бурова	секретарь	no	1	1	1.0
А.Н. Бурова	троцкист	yes	1	1	1.0
А.Н. Бурова	член	yes	1	1	1.0
А.Н. Маевского	обвиняемый	no	1	1	1.0
А.Н. Маевского	троцкист	yes	1	1	1.0
А.Н. Маевского	член	yes	1	1	1.0
А.Н. Панова	секретарь	no	1	1	1.0
А.Н. Сафоновой	адвокат	no	1	5	0.2
А.Н. Сафоновой	кандидат	yes	1	5	0.2
А.Н. Сафоновой	начальник	no	1	5	0.2
А.Н. Сафоновой	правый	yes	1	5	0.2
А.Н. Сафоновой	редактор	no	1	5	0.2
