person	organization	document_count	person_total_documents	share_of_person_documents
В.Д. Вуйовичем	ВКП(б)	1	1	1.0
В.Д. Вуйовичем	ГУГБ	1	1	1.0
В.Д. Вуйовичем	Коминтерн	1	1	1.0
В.Д. Вуйовичем	Политбюро	1	1	1.0
В.Д. Вуйовичем	ЦК ВКП(б)	1	1	1.0
В.Д. Каспаровой	НКВД	1	3	0.3333
В.Д. Миронова	КПК	1	4	0.25
В.Д. Миронова	КПК при ЦК ВКП(б)	1	4	0.25
В.Д. Томленова	ВКП(б)	1	1	1.0
В.Д. Томленова	ГУГБ	1	1	1.0
В.Д. Томленова	НКВД	1	1	1.0
В.Д. Томленова	Правда	1	1	1.0
В.Д. Томленова	ЦК ВКП(б)	1	1	1.0
В.Е. Цесарского	ВКП(б)	1	1	1.0
В.Е. Цесарского	КПК	1	1	1.0
В.Е. Цесарского	Политбюро	1	1	1.0
В.И. Демченко	ВКП(б)	1	1	1.0
В.И. Демченко	ГУГБ	1	1	1.0
В.И. Звездова	НКВД	1	9	0.1111
В.И. Звездовым	ВКП(б)	1	2	0.5
В.И. Звездовым	НКВД	1	2	0.5
В.И. Звездовым	Политбюро	1	2	0.5
В.И. Звездовым	ЦК ВКП(б)	1	2	0.5
В.И. Клюшенкова	ВКП(б)	1	1	1.0
В.И. Клюшенкова	ГУГБ	1	1	1.0
В.И. Клюшенкова	НКВД	1	1	1.0
В.И. Невского	Совнарком	1	2	0.5
В.И. Пучкова	Коминтерн	1	2	0.5
В.И. Шипихина	ГУГБ	1	2	0.5
В.И. Шипихина	Известия	1	2	0.5
В.И. Шипихина	Политбюро	1	2	0.5
В.К. Жарикова	ВКП(б)	1	1	1.0
В.К. Жарикова	ГУГБ	1	1	1.0
В.К. Клейна	ГУГБ	1	1	1.0
В.К. Клейна	НКВД	1	1	1.0
В.К. Клейна	ОО ГУГБ НКВД	1	1	1.0
В.К. Путны	ВКП(б)	1	1	1.0
В.К. Путны	ГУГБ	1	1	1.0
В.К. Путны	НКВД	1	1	1.0
В.К. Путны	Правда	1	1	1.0
В.К. Путны	ЦК ВКП(б)	1	1	1.0
В.К. Сотскова	ВКП(б)	1	1	1.0
В.К. Сотскова	КПК	1	1	1.0
В.К. Сотскова	КПК при ЦК ВКП(б)	1	1	1.0
В.К. Сотскова	НКВД	1	1	1.0
В.К. Сотскова	ЦК ВКП(б)	1	1	1.0
В.Л. Горохова	ВКП(б)	1	1	1.0
В.Л. Горохова	ГУГБ	1	1	1.0
В.Л. Горохова	Политбюро	1	1	1.0
В.Л. Горохова	ЦК ВКП(б)	1	1	1.0
В.М. Андреева	ВКП(б)	1	2	0.5
В.М. Андреева	ГУГБ	1	2	0.5
В.М. Меерсона	ВКП(б)	1	1	1.0
В.М. Меерсона	Правда	1	1	1.0
В.М. Меерсона	ЦК ВКП(б)	1	1	1.0
В.М. Мулина	ВКП(б)	1	1	1.0
В.М. Мулина	КПК	1	1	1.0
В.М. Мулина	НКВД	1	1	1.0
В.М. Мулина	ЦК ВКП(б)	1	1	1.0
В.М. Попова	Политбюро	1	7	0.1429
В.М. Примакова	ВКП(б)	1	2	0.5
В.М. Примакова	ЦК ВКП(б)	1	2	0.5
В.М. Рохинсона	Политбюро	1	2	0.5
В.М. Рохинсона	ЦК ВКП(б)	1	2	0.5
В.Н. Голованова	ВКП(б)	1	2	0.5
В.Н. Голованова	НКВД	1	2	0.5
В.Н. Голованова	ЦК ВКП(б)	1	2	0.5
В.Н. Гутман	ВКП(б)	1	1	1.0
В.Н. Гутман	ГУГБ	1	1	1.0
В.Н. Слепкова	ВКП(б)	1	1	1.0
В.Н. Слепкова	ГУГБ	1	1	1.0
В.Н. Слепкова	Коминтерн	1	1	1.0
В.Н. Слепкова	Политбюро	1	1	1.0
В.Н. Слепкова	Правда	1	1	1.0
В.Н. Слепкова	ЦК ВКП(б)	1	1	1.0
В.Н. Яковлевой	НКВД	1	2	0.5
В.Н. Яковлевой	Совнарком	1	2	0.5
В.П. Второва	ВКП(б)	1	1	1.0
В.П. Второва	ГУГБ	1	1	1.0
В.П. Второва	КПК	1	1	1.0
В.П. Второва	КПК при ЦК ВКП(б)	1	1	1.0
В.П. Второва	НКВД	1	1	1.0
В.П. Второва	Политбюро	1	1	1.0
В.П. Второва	Правда	1	1	1.0
В.П. Второва	ЦК ВКП(б)	1	1	1.0
В.П. Потемкина	ВКП(б)	1	3	0.3333
В.П. Потемкина	Политбюро	1	3	0.3333
В.П. Потемкина	ЦК ВКП(б)	1	3	0.3333
В.П. Шевелев-Лубков	ВКП(б)	1	1	1.0
В.П. Шевелев-Лубков	ГУГБ	1	1	1.0
В.П. Шевелев-Лубков	Политбюро	1	1	1.0
В.П. Шевелев-Лубков	ЦК ВКП(б)	1	1	1.0
В.С. Левина	Политбюро	1	9	0.1111
В.Ф. Бейтельспахера	ВКП(б)	1	1	1.0
В.Ф. Захариной	ВКП(б)	1	1	1.0
В.Ф. Захариной	ГУГБ	1	1	1.0
В.Ф. Захариной	ЦИК СССР	1	1	1.0
В.Ф. Захариной	ЦК ВКП(б)	1	1	1.0
В.Ф. Логинова	Правда	1	7	0.1429
В.Ф. Логинова	Совнарком	1	7	0.1429
В.Ф. Логиновым	ВКП(б)	1	1	1.0
В.Ф. Логиновым	ГУГБ	1	1	1.0
В.Ф. Логиновым	НКВД	1	1	1.0
В.Ф. Логиновым	ЦК ВКП(б)	1	1	1.0
В.Ф. Степанова	ВКП(б)	1	1	1.0
В.Я. Головский-Голощапов	ВКП(б)	1	5	0.2
В.Я. Родака	ВКП(б)	1	1	1.0
В.Я. Родака	ГУГБ	1	1	1.0
В.Я. Родака	Правда	1	1	1.0
Г.А. Абрамова	ВКП(б)	1	1	1.0
Г.А. Абрамова	ГУГБ	1	1	1.0
Г.А. Абрамова	НКВД	1	1	1.0
Г.А. Колоскова	ГУГБ	1	2	0.5
Г.А. Колоскова	КПК	1	2	0.5
Г.А. Колоскова	КПК при ЦК ВКП(б)	1	2	0.5
Г.А. Молчанова	ИНО ГУГБ	1	8	0.125
Г.А. Молчанова	Коминтерн	1	8	0.125
Г.А. Татулова	ВКП(б)	1	1	1.0
Г.А. Татулова	ГУГБ	1	1	1.0
Г.А. Татулова	НКВД	1	1	1.0
Г.А. Татулова	Правда	1	1	1.0
Г.А. Татулова	ЦК ВКП(б)	1	1	1.0
Г.А. Татуловым	ВКП(б)	1	1	1.0
Г.А. Татуловым	ГУГБ	1	1	1.0
Г.Б. Берндта	ВКП(б)	1	1	1.0
Г.Б. Берндта	ГУГБ	1	1	1.0
Г.Б. Берндта	Коминтерн	1	1	1.0
Г.Б. Берндта	НКВД	1	1	1.0
Г.Б. Берндта	ОО ГУГБ НКВД	1	1	1.0
Г.Б. Либермана	ВКП(б)	1	1	1.0
Г.Б. Либермана	ГУГБ	1	1	1.0
Г.Б. Либермана	Коминтерн	1	1	1.0
Г.Б. Либермана	НКВД	1	1	1.0
Г.Б. Либермана	Правда	1	1	1.0
Г.Б. Либермана	ЦК ВКП(б)	1	1	1.0
Г.Б. Синани-Скалов	Верховный Суд СССР	1	12	0.0833
Г.Б. Синани-Скалов	КПК	1	12	0.0833
Г.Б. Синани-Скалов	НКВД	1	12	0.0833
Г.Б. Синани-Скалов	НКИД	1	12	0.0833
Г.Б. Синани-Скалов	ОО ГУГБ НКВД	1	12	0.0833
Г.Б. Синани-Скалов	Политбюро	1	12	0.0833
Г.Б. Синани-Скалов	Правда	1	12	0.0833
Г.Б. Синани-Скалов	Совнарком	1	12	0.0833
Г.В. Соколова	НКВД	1	5	0.2
Г.В. Соколовым	НКВД	1	2	0.5
Г.Г. Матитайшвили	ВКП(б)	1	1	1.0
Г.Г. Матитайшвили	Коминтерн	1	1	1.0
Г.Г. Матитайшвили	Совнарком	1	1	1.0
Г.Г. Ягода	КПК при ЦК ВКП(б)	1	158	0.0063
Г.Г. Ягода	Лига Наций	1	158	0.0063
Г.Г. Ягода	ОО ГУГБ НКВД	1	158	0.0063
Г.Д. Арсентьева	ВКП(б)	1	1	1.0
Г.Д. Арсентьева	ГУГБ	1	1	1.0
Г.Д. Арсентьева	НКВД	1	1	1.0
Г.Д. Арсентьева	ЦК ВКП(б)	1	1	1.0
Г.Е. Горбачева	Коминтерн	1	3	0.3333
Г.Е. Горбачева	Политбюро	1	3	0.3333
Г.Е. Евдокимовым	ВКП(б)	1	4	0.25
Г.Е. Евдокимовым	Правда	1	4	0.25
Г.Е. Меерсона	ВКП(б)	1	1	1.0
Г.Е. Меерсона	Верховный Суд СССР	1	1	1.0
Г.Е. Меерсона	ГУГБ	1	1	1.0
Г.Е. Меерсона	Известия	1	1	1.0
Г.Е. Прокофьева	Верховный Суд СССР	1	33	0.0303
Г.Е. Прокофьева	КПК при ЦК ВКП(б)	1	33	0.0303
Г.Е. Прокофьева	НКИД	1	33	0.0303
Г.Е. Прокофьева	Прокуратура СССР	1	33	0.0303
Г.Е. Прокофьева	Совнарком	1	33	0.0303
Г.И. Исаева	ВКП(б)	1	1	1.0
Г.И. Исаева	ГУГБ	1	1	1.0
Г.И. Исаева	Правда	1	1	1.0
Г.И. Исаева	ЦК ВКП(б)	1	1	1.0
Г.И. Миронова	ГУГБ	1	1	1.0
Г.И. Миронова	НКВД	1	1	1.0
Г.И. Миронова	ОО ГУГБ НКВД	1	1	1.0
Г.И. Сафарова	Верховный Суд СССР	1	32	0.0312
Г.И. Сафарова	Политбюро	1	32	0.0312
Г.И. Сафаровым	ВКП(б)	1	3	0.3333
Г.И. Сафаровым	Политбюро	1	3	0.3333
Г.И. Серебряковой	ВКП(б)	1	1	1.0
Г.И. Серебряковой	НКИД	1	1	1.0
Г.И. Серебряковой	ЦК ВКП(б)	1	1	1.0
Г.К. Фельдмана	ВКП(б)	1	1	1.0
Г.К. Фельдмана	ГУГБ	1	1	1.0
Г.К. Фельдмана	ЦК ВКП(б)	1	1	1.0
Г.Л. Хасина	НКВД	1	4	0.25
Г.Л. Хасина	ЦК ВКП(б)	1	4	0.25
Г.Л. Шкловского	ГУГБ	1	2	0.5
Г.Л. Шкловского	Коминтерн	1	2	0.5
Г.Л. Шкловского	Совнарком	1	2	0.5
Г.Л. Шкловского	ЦК ВКП(б)	1	2	0.5
Г.М. Аркуса	Коминтерн	1	6	0.1667
Г.М. Дрязгова	ВКП(б)	1	1	1.0
Г.М. Ивановой	ГУГБ	1	1	1.0
Г.М. Ивановой	НКВД	1	1	1.0
Г.М. Маленкова	ВКП(б)	1	1	1.0
Г.М. Маленкова	ЦК ВКП(б)	1	1	1.0
Г.М. Маленкову	ВКП(б)	1	1	1.0
Г.М. Маленкову	ЦК ВКП(б)	1	1	1.0
Г.М. Сыроквашева	ВКП(б)	1	1	1.0
Г.М. Сыроквашева	ГУГБ	1	1	1.0
Г.П. Адамяна	ВКП(б)	1	1	1.0
Г.П. Вяткина	ВКП(б)	1	1	1.0
Г.П. Вяткина	ГУГБ	1	1	1.0
Г.П. Вяткина	Коминтерн	1	1	1.0
Г.П. Вяткина	Совнарком	1	1	1.0
Г.П. Вяткина	ЦК ВКП(б)	1	1	1.0
Г.П. Поташникова	ВКП(б)	1	2	0.5
Г.Р. Николаева	ВКП(б)	1	1	1.0
Г.Р. Николаева	ГУГБ	1	1	1.0
Г.С. Биткера	ВКП(б)	1	1	1.0
Г.С. Биткера	ГУГБ	1	1	1.0
Г.С. Биткера	Коминтерн	1	1	1.0
Г.С. Биткера	ЦК ВКП(б)	1	1	1.0
Г.С. Герасимато	ВКП(б)	1	1	1.0
Г.С. Герасимато	ГУГБ	1	1	1.0
Г.С. Герасимато	НКВД	1	1	1.0
Г.С. Герасимато	Правда	1	1	1.0
Г.С. Герасимато	ЦК ВКП(б)	1	1	1.0
Г.С. Зайделя	ВКП(б)	1	1	1.0
Г.С. Зайделя	ГУГБ	1	1	1.0
Г.С. Зайделя	ИНО ГУГБ	1	1	1.0
Г.С. Зайделя	НКВД	1	1	1.0
Г.С. Зайделя	ЦК ВКП(б)	1	1	1.0
Г.С. Люшкову	ВКП(б)	1	1	1.0
Г.С. Люшкову	ГУГБ	1	1	1.0
Г.С. Люшкову	ЦК ВКП(б)	1	1	1.0
Г.С. Тымянского	ВКП(б)	1	1	1.0
Г.С. Тымянского	ГУГБ	1	1	1.0
Г.С. Тымянского	Политбюро	1	1	1.0
Г.С. Тымянского	ЦК ВКП(б)	1	1	1.0
Г.С. Фридлянда	Известия	1	2	0.5
Г.С. Фридлянда	Коминтерн	1	2	0.5
Г.С. Фридлянда	НКВД	1	2	0.5
Г.С. Фридлянда	Правда	1	2	0.5
Г.С. Фридлянда	ЦК ВКП(б)	1	2	0.5
Г.Т. Мясничкова	ГУГБ	1	1	1.0
Г.Ф. Овчинникова	Политбюро	1	3	0.3333
Г.Ф. Самойловича	НКВД	1	1	1.0
Г.Ф. Федорова	ОО ГУГБ НКВД	1	8	0.125
Г.Ф. Федоровым	ГУГБ	1	1	1.0
Г.Ф. Федоровым	Совнарком	1	1	1.0
Г.Я. Маренко	ВКП(б)	1	2	0.5
Г.Я. Маренко	ГУГБ	1	2	0.5
Гавен	Коминтерн	1	2	0.5
Гавен	НКВД	1	2	0.5
Гавен	НКИД	1	2	0.5
Гавен	Правда	1	2	0.5
Гавен	ЦК ВКП(б)	1	2	0.5
Д.А. Аникина	ВКП(б)	1	1	1.0
Д.А. Аникина	ГУГБ	1	1	1.0
Д.А. Аникина	НКВД	1	1	1.0
Д.А. Аникина	ОО ГУГБ НКВД	1	1	1.0
Д.А. Аникиным	ГУГБ	1	1	1.0
Д.А. Аникиным	НКВД	1	1	1.0
Д.А. Аникиным	ОО ГУГБ НКВД	1	1	1.0
Д.А. Аникиным	ЦИК СССР	1	1	1.0
Д.А. Карцева	Правда	1	2	0.5
Д.А. Сниткина	ВКП(б)	1	1	1.0
Д.А. Тайца	ВКП(б)	1	1	1.0
Д.А. Тайца	ГУГБ	1	1	1.0
Д.А. Тайца	Коминтерн	1	1	1.0
Д.А. Тайца	Правда	1	1	1.0
Д.А. Шмидта	Совнарком	1	6	0.1667
Д.В. Полуяна	ВКП(б)	1	1	1.0
Д.В. Полуяна	ГУГБ	1	1	1.0
Д.В. Полуяна	НКВД	1	1	1.0
Д.В. Сафронова	ВКП(б)	1	1	1.0
Д.В. Сафронова	ГУГБ	1	1	1.0
Д.В. Сафронова	НКВД	1	1	1.0
Д.З. Мануильскому	ВКП(б)	1	2	0.5
Д.З. Мануильскому	Коминтерн	1	2	0.5
Д.З. Мануильскому	НКВД	1	2	0.5
Д.З. Мануильскому	Правда	1	2	0.5
Д.И. Антипаса	НКВД	1	2	0.5
Д.И. Антипаса	Политбюро	1	2	0.5
Д.И. Матвеева	Совнарком	1	2	0.5
Д.Л. Игнатюка	Правда	1	4	0.25
Д.М. Лупашко	ВКП(б)	1	1	1.0
Д.М. Лупашко	ГУГБ	1	1	1.0
Д.М. Лупашко	НКВД	1	1	1.0
Д.М. Лупашко	ЦК ВКП(б)	1	1	1.0
Д.Н. Ширяева	Коминтерн	1	6	0.1667
Д.Н. Ширяева	НКИД	1	6	0.1667
Д.П. Албанского	ВКП(б)	1	1	1.0
Д.П. Бухарцева	Известия	1	2	0.5
Д.П. Бухарцева	НКВД	1	2	0.5
Д.П. Бухарцева	Правда	1	2	0.5
Д.П. Марецкого	ИККИ	1	3	0.3333
Д.П. Марецкого	КПК	1	3	0.3333
Д.П. Марецкого	Политбюро	1	3	0.3333
Д.П. Марецкого	Правда	1	3	0.3333
Д.П. Марецкого	Совнарком	1	3	0.3333
Д.П. Марецкого	ЦК ВКП(б)	1	3	0.3333
Д.П. Розита	ВКП(б)	1	1	1.0
Д.П. Розита	ГУГБ	1	1	1.0
Д.П. Розита	Коминтерн	1	1	1.0
Д.П. Розита	Политбюро	1	1	1.0
Д.П. Розита	Правда	1	1	1.0
Д.П. Розита	ЦК ВКП(б)	1	1	1.0
Д.С. Азбеля	НКВД	1	2	0.5
Д.С. Гуревича	ВКП(б)	1	1	1.0
Д.С. Гуревича	НКВД	1	1	1.0
Д.С. Гуревича	ЦК ВКП(б)	1	1	1.0
Д.С. Зенцова	ВКП(б)	1	1	1.0
Д.С. Зенцова	ЦК ВКП(б)	1	1	1.0
Д.С. Тайца	ГУГБ	1	1	1.0
Д.С. Тайца	ИНО ГУГБ	1	1	1.0
Д.С. Тайца	НКВД	1	1	1.0
Д.Т. Шермергорна	Совнарком	1	2	0.5
Д.Ф. Бузина	ВКП(б)	1	1	1.0
Д.Ф. Бузина	Совнарком	1	1	1.0
Д.Ф. Бузина	ЦК ВКП(б)	1	1	1.0
Д.Я. Александрова	ВКП(б)	1	1	1.0
Д.Я. Александрова	ГУГБ	1	1	1.0
Д.Я. Александрова	ЦК ВКП(б)	1	1	1.0
Дмитриев	Верховный Суд СССР	1	17	0.0588
Дмитриев	ИНО ГУГБ	1	17	0.0588
Дмитриев	Известия	1	17	0.0588
Дмитриев	Политбюро	1	17	0.0588
Дмитриев	Прокуратура СССР	1	17	0.0588
Дмитриев	ЦИК СССР	1	17	0.0588
Е.А. Афанасьева	НКВД	1	2	0.5
Е.А. Дрейцера	Известия	1	7	0.1429
Е.А. Дрейцера	КПК	1	7	0.1429
Е.А. Дрейцера	Политбюро	1	7	0.1429
Е.А. Дрейцера	Прокуратура СССР	1	7	0.1429
Е.А. Кондратьевой	ВКП(б)	1	1	1.0
Е.А. Кондратьевой	НКВД	1	1	1.0
Е.А. Преображенского	ВКП(б)	1	1	1.0
Е.А. Преображенского	Коминтерн	1	1	1.0
Е.А. Преображенского	Правда	1	1	1.0
Е.А. Преображенского	ЦК ВКП(б)	1	1	1.0
Е.Б. Федосеева	ВКП(б)	1	1	1.0
Е.Б. Федосеева	ГУГБ	1	1	1.0
Е.Б. Федосеева	НКВД	1	1	1.0
Е.Б. Федосеева	Правда	1	1	1.0
Е.Б. Федосеева	ЦК ВКП(б)	1	1	1.0
Е.В. Цетлина	ГУГБ	1	20	0.05
Е.В. Цетлина	НКВД	1	20	0.05
Е.В. Цетлина	Политбюро	1	20	0.05
Е.В. Цетлина	Правда	1	20	0.05
Е.Г. Соловьевой	ВКП(б)	1	1	1.0
Е.Г. Соловьевой	ГУГБ	1	1	1.0
Е.Д. Соколовой	ГУГБ	1	2	0.5
Е.Д. Соколовой	КПК	1	2	0.5
Е.Д. Соколовой	КПК при ЦК ВКП(б)	1	2	0.5
Е.Д. Соколовой	Политбюро	1	2	0.5
Е.Д. Соколовой	Правда	1	2	0.5
Е.Д. Соколовой	Секретариат ЦИК СССР	1	2	0.5
Е.Д. Соколовой	Совнарком	1	2	0.5
Е.Д. Соколовой	ЦК ВКП(б)	1	2	0.5
Е.И. Лакиды	ВКП(б)	1	1	1.0
Е.И. Лакиды	ГУГБ	1	1	1.0
Е.И. Лакиды	Правда	1	1	1.0
Е.И. Майзлиной	ВКП(б)	1	2	0.5
Е.И. Майзлиной	НКВД	1	2	0.5
Е.И. Майзлиной	ЦК ВКП(б)	1	2	0.5
Е.И. Медкова	ВКП(б)	1	1	1.0
Е.И. Медкова	ГУГБ	1	1	1.0
Е.И. Медкова	ИККИ	1	1	1.0
Е.И. Медкова	НКВД	1	1	1.0
Е.И. Перлина	ВКП(б)	1	1	1.0
Е.И. Перлина	ГУГБ	1	1	1.0
Е.И. Перлина	НКВД	1	1	1.0
Е.И. Перлина	ЦК ВКП(б)	1	1	1.0
Е.К. Коршунова	Политбюро	1	3	0.3333
Е.К. Коршунова	Правда	1	3	0.3333
Е.К. Мухановой	КПК	1	13	0.0769
Е.К. Мухановой	Коминтерн	1	13	0.0769
Е.К. Мухановой	ЦИК СССР	1	13	0.0769
Е.М. Бочарова	ВКП(б)	1	1	1.0
Е.М. Бочарова	ГУГБ	1	1	1.0
Е.М. Дебрева	ВКП(б)	1	1	1.0
Е.М. Дебрева	ГУГБ	1	1	1.0
Е.М. Дебрева	НКВД	1	1	1.0
Е.М. Манюрин-Броварский	ВКП(б)	1	2	0.5
Е.М. Манюрин-Броварский	ЦК ВКП(б)	1	2	0.5
Е.М. Пружанской	ВКП(б)	1	1	1.0
Е.М. Пружанской	ГУГБ	1	1	1.0
Е.М. Пружанской	НКВД	1	1	1.0
Е.М. Пружанской	ЦК ВКП(б)	1	1	1.0
Е.М. Ярославским	ВКП(б)	1	1	1.0
Е.М. Ярославским	Политбюро	1	1	1.0
Е.Н. Васильева	Секретариат ЦИК СССР	1	2	0.5
Е.О. Симак	ВКП(б)	1	2	0.5
Е.О. Симак	Совнарком	1	2	0.5
Е.П. Рудневой	ГУГБ	1	1	1.0
Е.Р. Майера	ВКП(б)	1	2	0.5
Е.Р. Майера	ЦК ВКП(б)	1	2	0.5
Е.С. Мельниковой	ВКП(б)	1	1	1.0
Е.С. Мельниковой	ГУГБ	1	1	1.0
Е.С. Мельниковой	ЦК ВКП(б)	1	1	1.0
Е.С. Мишаковой	НКВД	1	2	0.5
Е.Т. Тимофеева	ВКП(б)	1	1	1.0
Е.Т. Черкасовой	ВКП(б)	1	1	1.0
Е.Т. Черкасовой	ГУГБ	1	1	1.0
Е.Т. Черкасовой	НКВД	1	1	1.0
Е.Т. Черкасовой	Политбюро	1	1	1.0
Е.Ф. Ермолаевой	ВКП(б)	1	1	1.0
Е.Ф. Ермолаевой	ГУГБ	1	1	1.0
Е.Ф. Ермолаевой	НКВД	1	1	1.0
Е.Ф. Ермолаевой	ЦК ВКП(б)	1	1	1.0
Е.Ф. Куликова	НКВД	1	6	0.1667
Е.Ф. Куликова	ЦИК СССР	1	6	0.1667
Е.Ф. Куликовым	ВКП(б)	1	1	1.0
Е.Ф. Куликовым	Политбюро	1	1	1.0
Е.Ф. Куликовым	Правда	1	1	1.0
Е.Ф. Куликовым	ЦК ВКП(б)	1	1	1.0
Е.Ф. Тойво-Пешина	ВКП(б)	1	1	1.0
Е.Ф. Тойво-Пешина	ГУГБ	1	1	1.0
Е.Ф. Тойво-Пешина	Политбюро	1	1	1.0
Е.Ф. Тойво-Пешина	ЦК ВКП(б)	1	1	1.0
Е.Э. Чернозубовой	ГУГБ	1	1	1.0
Е.Ю. Раевской	ВКП(б)	1	4	0.25
Е.Ю. Раевской	Правда	1	4	0.25
Е.Ю. Раевской	Совнарком	1	4	0.25
Е.Я. Буклея	ВКП(б)	1	1	1.0
Е.Я. Буклея	ГУГБ	1	1	1.0
Е.Я. Буклея	НКВД	1	1	1.0
Е.Я. Буклея	ЦК ВКП(б)	1	1	1.0
Ежов	Лига Наций	1	466	0.0021
Ежов	Прокуратура СССР	1	466	0.0021
З.А. Ашрафяна	Коминтерн	1	4	0.25
З.А. Ашрафяна	Совнарком	1	4	0.25
З.Д. Ханик	ВКП(б)	1	2	0.5
З.Д. Ханик	ГУГБ	1	2	0.5
З.Д. Ханик	НКВД	1	2	0.5
З.Д. Ханик	Политбюро	1	2	0.5
З.Д. Ханик	Правда	1	2	0.5
З.Е. Саркисьяна	ВКП(б)	1	1	1.0
З.Е. Саркисьяна	НКВД	1	1	1.0
З.Е. Саркисьяна	Правда	1	1	1.0
З.Е. Саркисьяна	ЦИК СССР	1	1	1.0
З.Е. Саркисьяна	ЦК ВКП(б)	1	1	1.0
З.И. Давыдовой	ВКП(б)	1	6	0.1667
З.И. Давыдовой	Политбюро	1	6	0.1667
З.И. Давыдовой	ЦК ВКП(б)	1	6	0.1667
З.И. Пелевиной	ГУГБ	1	3	0.3333
З.И. Пелевиной	НКВД	1	3	0.3333
З.И. Фридмана	ВКП(б)	1	1	1.0
З.И. Фридмана	ГУГБ	1	1	1.0
З.И. Фридмана	ИККИ	1	1	1.0
З.И. Фридмана	Коминтерн	1	1	1.0
З.И. Фридмана	Правда	1	1	1.0
З.М. Беленького	Секретариат ЦИК СССР	1	4	0.25
З.Н. Гайдеровой	НКВД	1	1	1.0
З.С. Синициной	ВКП(б)	1	1	1.0
З.С. Синициной	ГУГБ	1	1	1.0
З.С. Синициной	НКВД	1	1	1.0
Зиновьев	Секретариат ЦИК СССР	1	50	0.02
Зиновьев	Совнарком	1	50	0.02
И.А. Акулову	ВКП(б)	1	1	1.0
И.А. Акулову	НКВД	1	1	1.0
И.А. Акулову	Правда	1	1	1.0
И.А. Акулову	Секретариат ЦИК СССР	1	1	1.0
И.А. Акулову	ЦИК СССР	1	1	1.0
И.А. Акулову	ЦК ВКП(б)	1	1	1.0
И.А. Данилова	ВКП(б)	1	1	1.0
И.А. Данилова	ГУГБ	1	1	1.0
И.А. Данилова	Правда	1	1	1.0
И.А. Данилова	ЦК ВКП(б)	1	1	1.0
И.А. Мальгина	ВКП(б)	1	1	1.0
И.А. Мальгина	ГУГБ	1	1	1.0
И.А. Мальгина	Коминтерн	1	1	1.0
И.А. Мальгина	НКВД	1	1	1.0
И.А. Мальгина	Правда	1	1	1.0
И.А. Мальгина	ЦК ВКП(б)	1	1	1.0
И.А. Масленникова	ВКП(б)	1	1	1.0
И.А. Масленникова	ГУГБ	1	1	1.0
И.А. Масленникова	ИНО ГУГБ	1	1	1.0
И.А. Масленникова	НКВД	1	1	1.0
И.А. Масленникова	Политбюро	1	1	1.0
И.А. Масленникова	ЦК ВКП(б)	1	1	1.0
И.А. Мусульбаса	Политбюро	1	7	0.1429
И.А. Мусульбаса	Совнарком	1	7	0.1429
И.В. Больших	ВКП(б)	1	1	1.0
И.В. Больших	ГУГБ	1	1	1.0
И.В. Больших	НКВД	1	1	1.0
И.В. Больших	ЦИК СССР	1	1	1.0
И.В. Вардин-Мгеладзе	ВКП(б)	1	1	1.0
И.В. Вардин-Мгеладзе	ГУГБ	1	1	1.0
И.В. Вардин-Мгеладзе	Коминтерн	1	1	1.0
И.В. Вардин-Мгеладзе	Правда	1	1	1.0
И.В. Липковского	ГУГБ	1	1	1.0
И.В. Липковского	НКВД	1	1	1.0
И.В. Любина	ВКП(б)	1	1	1.0
И.В. Любина	ГУГБ	1	1	1.0
И.В. Любина	НКВД	1	1	1.0
И.В. Любина	ОО ГУГБ НКВД	1	1	1.0
И.В. Любина	ЦК ВКП(б)	1	1	1.0
И.Г. Жестянникова	ВКП(б)	1	1	1.0
И.Г. Жестянникова	ГУГБ	1	1	1.0
И.Г. Юскина	ВКП(б)	1	8	0.125
И.Г. Юскина	ЦК ВКП(б)	1	8	0.125
И.Д. Гаврикова	ЦК ВКП(б)	1	2	0.5
И.Д. Зорина	ВКП(б)	1	1	1.0
И.Д. Зорина	НКВД	1	1	1.0
И.Д. Турока	Известия	1	3	0.3333
И.Д. Турока	НКВД	1	3	0.3333
И.Д. Турока	Совнарком	1	3	0.3333
И.Е. Павлова	НКВД	1	2	0.5
И.Е. Павлова	ЦК ВКП(б)	1	2	0.5
И.Е. Шмундака	ВКП(б)	1	1	1.0
И.Е. Шмундака	ГУГБ	1	1	1.0
И.Е. Шмундака	НКВД	1	1	1.0
И.З. Станкина	ВКП(б)	1	1	1.0
И.З. Станкина	ГУГБ	1	1	1.0
И.З. Станкина	Политбюро	1	1	1.0
И.З. Станкина	ЦК ВКП(б)	1	1	1.0
И.И. Бурлакова	Верховный Суд СССР	1	3	0.3333
И.И. Бурлакова	НКВД	1	3	0.3333
И.И. Горовича	Коминтерн	1	4	0.25
И.И. Горовича	НКВД	1	4	0.25
И.И. Граше	ВКП(б)	1	1	1.0
И.И. Граше	ГУГБ	1	1	1.0
И.И. Граше	Коминтерн	1	1	1.0
И.И. Граше	НКВД	1	1	1.0
И.И. Граше	Правда	1	1	1.0
И.И. Граше	ЦК ВКП(б)	1	1	1.0
И.И. Койген	ВКП(б)	1	1	1.0
И.И. Койген	ГУГБ	1	1	1.0
И.И. Койген	ИККИ	1	1	1.0
И.И. Койген	Коминтерн	1	1	1.0
И.И. Койген	НКВД	1	1	1.0
И.И. Койген	Политбюро	1	1	1.0
