raw_person	canonical_person	reason	confidence	document_count	total_words	first_date	last_date	processes	collections
П.П. Бурмистрова	Бурмистрова	initials_stripped_unreviewed	medium	2	380	1935-01-02T14:00:00	1935-01-02T17:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Минаева	Минаева	initials_stripped_unreviewed	medium	2	1495	1935-01-01T07:00:00	1935-01-02T00:01:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.И. Шварца	Шварца	initials_stripped_unreviewed	medium	2	1048	1934-12-31T10:00:00	1935-01-01T00:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.И. Богомольного	Богомольного	initials_stripped_unreviewed	medium	2	700	1934-12-17T07:00:00	1934-12-31T06:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Герцберга	Герцберга	initials_stripped_unreviewed	medium	2	882	1934-12-26T06:00:00	1934-12-30T02:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.Д. Ханик	Ханик	initials_stripped_unreviewed	medium	2	892	1934-12-24T18:34:36	1934-12-28T18:40:46	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ
Л.А. Шацкина	Шацкина	initials_stripped_unreviewed	medium	2	1473	1934-12-28T18:19:46	1936-11-04T18:39:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ | СПРАВКА
П.П. Северова	Северова	initials_stripped_unreviewed	medium	2	887	1934-12-18T07:00:00	1934-12-25T05:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.И. Сосицким	Сосицким	initials_stripped_unreviewed	medium	2	426	1934-12-23T05:00:00	1934-12-23T06:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА” | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Муштакова	Муштакова	initials_stripped_unreviewed	medium	2	630	1934-12-18T04:00:05	1934-12-19T12:00:01	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Н. Емельянова	Емельянова	initials_stripped_unreviewed	medium	2	840	1934-12-19T10:00:00	1934-12-19T11:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.В. Соколовым	Соколовым	initials_stripped_unreviewed	medium	2	795	1934-12-18T07:00:00	1934-12-19T03:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Румянцеву	Румянцеву	initials_stripped_unreviewed	medium	2	2493	1928-06-30T07:57:59	1934-12-19T02:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ | СПРАВКИ КПК И ИМЛ
М.В. Муравьева	Муравьева	initials_stripped_unreviewed	medium	2	608	1934-12-16T03:00:00	1934-12-19T00:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.П. Поташникова	Поташникова	initials_stripped_unreviewed	medium	2	590	1934-12-15T03:00:00	1934-12-18T08:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Звездовым	Звездовым	initials_stripped_unreviewed	medium	2	613	1934-12-17T09:00:00	1934-12-18T07:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.О. Мандельштама	Мандельштама	initials_stripped_unreviewed	medium	2	1303	1934-12-17T06:01:03	1934-12-18T04:01:54	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Гоглидзе	Гоглидзе	initials_stripped_unreviewed	medium	2	3401	1937-02-10T16:58:51	1937-02-16T16:22:28	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Калашникова	Калашникова	initials_stripped_unreviewed	medium	2	4986	1937-02-11T10:31:14	1937-02-14T10:40:50	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Головина	Головина	initials_stripped_unreviewed	medium	2	10512	1937-02-03T17:09:05	1937-02-08T18:47:38	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Х. Варданианом	Варданианом	initials_stripped_unreviewed	medium	2	985	1937-02-07T19:38:13	1937-02-07T19:41:08	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Тер-	Тер-	initials_stripped_unreviewed	medium	2	6073	1937-01-01T19:51:50	1937-02-07T19:38:13	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.П. Бухарцева	Бухарцева	initials_stripped_unreviewed	medium	2	3640	1936-12-30T00:29:00	1937-02-07T11:58:12	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Н. Яковлевой	Яковлевой	initials_stripped_unreviewed	medium	2	2659	1936-09-10T13:07:25	1937-02-06T19:15:18	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 2-12 МАРТА 1938 г.	ДРУГИЕ ДОКУМЕНТЫ
М.В. Бурштейном	Бурштейном	initials_stripped_unreviewed	medium	2	1523	1937-02-05T21:01:32	1937-02-05T21:05:23	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.К. Александрова	Александрова	initials_stripped_unreviewed	medium	2	6259	1933-03-18T07:03:19	1937-02-05T20:40:23	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
В.А. Котова	Котова	initials_stripped_unreviewed	medium	2	6232	1936-12-19T19:53:43	1937-02-05T07:37:59	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Зорина	Зорина	initials_stripped_unreviewed	medium	2	2968	1936-11-03T12:05:56	1937-02-03T16:14:09	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Стецкого	Стецкого	initials_stripped_unreviewed	medium	2	1455	1937-01-17T21:09:38	1937-02-02T19:09:07	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
Е.М. Рыбальченко	Рыбальченко	initials_stripped_unreviewed	medium	2	1805	1937-01-31T16:17:01	1937-02-02T16:20:42	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Мамишвили-	Мамишвили-	initials_stripped_unreviewed	medium	2	5599	1936-11-25T18:03:44	1937-02-01T19:15:25	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Х. Варданиана	Варданиана	initials_stripped_unreviewed	medium	2	6971	1936-12-19T21:14:12	1937-01-31T18:55:50	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.С. Дорофеева	Дорофеева	initials_stripped_unreviewed	medium	2	5010	1936-09-10T03:36:00	1937-01-30T21:06:33	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Х.Г. Раковского	Раковского	initials_stripped_unreviewed	medium	2	405	1937-01-26T12:20:49	1937-01-28T17:43:30	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
В.П. Потемкина	Потемкина	initials_stripped_unreviewed	medium	2	360	1937-01-24T10:34:13	1937-01-27T19:15:27	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
Т.Р. Левиной	Левиной	initials_stripped_unreviewed	medium	2	5120	1933-03-21T08:03:53	1937-01-25T13:59:23	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
Е.В. Рогачевой	Рогачевой	initials_stripped_unreviewed	medium	2	683	1934-12-11T00:22:00	1934-12-12T07:20:51	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Н. Шатского	Шатского	initials_stripped_unreviewed	medium	2	974	1934-12-06T07:01:00	1934-12-07T01:00:00	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Г. Петровского	Петровского	initials_stripped_unreviewed	medium	2	4126	1933-02-24T14:23:22	1934-06-30T18:06:36	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
К.И. Грюнштейна	Грюнштейна	initials_stripped_unreviewed	medium	2	3123	1933-07-26T12:16:00	1936-07-13T01:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Молчанову	Молчанову	initials_stripped_unreviewed	medium	2	4026	1933-04-19T09:12:33	1936-06-05T00:14:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
А.Ю. Айхенвальдом	Айхенвальдом	initials_stripped_unreviewed	medium	2	665	1933-04-02T12:25:12	1933-04-17T12:29:25	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Н.А. Карева	Карева	initials_stripped_unreviewed	medium	2	4075	1933-03-20T08:07:52	1936-06-05T01:14:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ | ПРЕДЫСТОРИЯ
Н.Н. Алексеева	Алексеева	initials_stripped_unreviewed	medium	2	1413	1933-02-12T09:57:30	1933-02-21T10:06:58	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Н.В. Буинцева	Буинцева	initials_stripped_unreviewed	medium	2	5205	1937-01-14T20:31:56	1937-01-20T20:42:17	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.Т. Шермергорна	Шермергорна	initials_stripped_unreviewed	medium	2	9620	1936-11-16T19:54:33	1937-01-19T12:27:50	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Ратайчаком	Ратайчаком	initials_stripped_unreviewed	medium	2	7461	1936-10-14T01:36:00	1937-01-15T21:03:21	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Манюрина-	Манюрина-	initials_stripped_unreviewed	medium	2	4177	1937-01-11T13:16:56	1937-01-14T13:20:52	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Д. Зайцева	Зайцева	initials_stripped_unreviewed	medium	2	13395	1936-12-24T20:15:51	1937-01-11T13:55:18	ПРОЦЕСС 2-12 МАРТА 1938 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Хвыли	Хвыли	initials_stripped_unreviewed	medium	2	7380	1936-11-10T08:13:39	1937-01-08T08:30:27	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Сумецкого	Сумецкого	initials_stripped_unreviewed	medium	2	5548	1936-12-28T18:18:01	1937-01-02T18:22:01	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Чередниченко	Чередниченко	initials_stripped_unreviewed	medium	2	2920	1936-12-22T14:08:12	1937-01-02T14:13:03	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.А. Карцева	Карцева	initials_stripped_unreviewed	medium	2	4258	1936-12-23T13:34:34	1936-12-27T13:37:15	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.П. Дзениса	Дзениса	initials_stripped_unreviewed	medium	2	3006	1936-12-15T22:20:08	1936-12-23T11:44:46	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.С. Михайлова	Михайлова	initials_stripped_unreviewed	medium	2	3175	1936-10-10T02:36:00	1936-12-20T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Штейна	Штейна	initials_stripped_unreviewed	medium	2	3644	1936-12-01T16:51:59	1936-12-14T16:54:53	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Муралова	Муралова	initials_stripped_unreviewed	medium	2	5033	1936-12-05T08:20:28	1936-12-09T13:23:27	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Жарикова	Жарикова	initials_stripped_unreviewed	medium	2	8116	1936-10-25T01:29:00	1936-11-26T21:57:36	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Невского	Невского	initials_stripped_unreviewed	medium	2	2037	1936-10-24T11:12:51	1936-11-23T12:54:11	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Е. Тамма	Тамма	initials_stripped_unreviewed	medium	2	4011	1936-11-08T15:25:42	1936-11-20T15:48:26	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Папкова	Папкова	initials_stripped_unreviewed	medium	2	2487	1936-10-25T18:53:42	1936-11-15T14:40:11	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Пучкова	Пучкова	initials_stripped_unreviewed	medium	2	6861	1936-10-31T00:29:00	1936-11-11T20:40:35	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Ассиновского	Ассиновского	initials_stripped_unreviewed	medium	2	2094	1936-11-06T15:52:01	1936-11-11T15:56:34	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Кудряшева	Кудряшева	initials_stripped_unreviewed	medium	2	3079	1936-11-04T08:25:21	1936-11-10T08:28:53	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.М. Примакова	Примакова	initials_stripped_unreviewed	medium	2	1178	1936-10-16T17:02:18	1936-11-09T22:12:06	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Т. Ляшенко	Ляшенко	initials_stripped_unreviewed	medium	2	5497	1936-10-04T00:36:00	1936-11-01T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Е. Коваленко	Коваленко	initials_stripped_unreviewed	medium	2	5798	1936-10-28T00:29:00	1936-10-31T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Н. Дробниса	Дробниса	initials_stripped_unreviewed	medium	2	5252	1936-09-26T00:36:00	1936-10-30T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.М. Таля	Таля	initials_stripped_unreviewed	medium	2	2510	1936-09-07T17:52:08	1936-10-29T10:29:29	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
А.И. Потяева	Потяева	initials_stripped_unreviewed	medium	2	2950	1936-10-10T03:36:00	1936-10-27T20:53:56	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.М. Андреева	Андреева	initials_stripped_unreviewed	medium	2	6661	1936-10-21T22:33:35	1936-10-27T01:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Н. Голованова	Голованова	initials_stripped_unreviewed	medium	2	3251	1936-10-19T00:57:00	1936-10-26T18:50:19	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Е. Пушина	Пушина	initials_stripped_unreviewed	medium	2	4193	1936-10-22T13:26:00	1936-10-26T18:46:35	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.А. Козина	Козина	initials_stripped_unreviewed	medium	2	3439	1936-10-19T01:29:00	1936-10-25T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Д. Лейбмана	Лейбмана	initials_stripped_unreviewed	medium	2	1945	1936-10-15T21:51:56	1936-10-20T21:46:02	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.И. Матвеева	Матвеева	initials_stripped_unreviewed	medium	2	3316	1936-09-29T09:41:33	1936-10-17T16:01:52	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Юлина	Юлина	initials_stripped_unreviewed	medium	2	5471	1936-09-23T01:36:00	1936-10-15T00:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Михайлика	Михайлика	initials_stripped_unreviewed	medium	2	2346	1936-10-05T11:36:32	1936-10-10T11:46:10	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Вайсберга	Вайсберга	initials_stripped_unreviewed	medium	2	2331	1936-09-14T16:41:22	1936-10-09T11:39:33	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Р. Майера	Майера	initials_stripped_unreviewed	medium	2	5283	1936-10-01T09:07:38	1936-10-08T03:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Колоскова	Колоскова	initials_stripped_unreviewed	medium	2	4513	1936-09-14T03:36:00	1936-09-29T00:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.О. Гольденберга	Гольденберга	initials_stripped_unreviewed	medium	2	946	1936-09-19T07:57:19	1936-09-20T16:59:17	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Лугового-	Лугового-	initials_stripped_unreviewed	medium	2	2885	1936-09-10T02:36:00	1936-09-14T04:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Т. Антонова	Антонова	initials_stripped_unreviewed	medium	2	7453	1936-07-22T01:10:00	1936-08-16T01:10:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Фридлянда	Фридлянда	initials_stripped_unreviewed	medium	2	4463	1936-08-04T00:10:00	1936-08-07T02:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Пригожин	Пригожин	identity_unreviewed	low	2	10794	1936-07-20T02:10:00	1936-08-05T01:10:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.М. Закса-	Закса-	initials_stripped_unreviewed	medium	2	8900	1936-04-24T17:06:51	1936-08-03T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ | МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Б. Бермана-	Бермана-	initials_stripped_unreviewed	medium	2	8694	1936-07-21T04:10:00	1936-08-01T03:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Каревым	Каревым	initials_stripped_unreviewed	medium	2	6582	1936-07-13T00:10:00	1936-07-23T02:32:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Я. Бабахана	Бабахана	initials_stripped_unreviewed	medium	2	4317	1936-07-06T10:49:00	1936-07-23T00:32:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Галкина	Галкина	initials_stripped_unreviewed	medium	2	3044	1936-07-11T00:10:00	1936-07-21T05:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г. | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Л. Лурье	Лурье	initials_stripped_unreviewed	medium	2	4476	1936-07-11T01:10:00	1936-07-21T01:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Бык-	Бык-	initials_stripped_unreviewed	medium	2	2303	1936-07-11T00:10:00	1936-07-20T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Липшица	Липшица	initials_stripped_unreviewed	medium	2	5062	1936-07-10T01:10:00	1936-07-19T01:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.С. Эстермана	Эстермана	initials_stripped_unreviewed	medium	2	6764	1936-06-12T00:14:00	1936-07-02T00:41:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.М. Маторина	Маторина	initials_stripped_unreviewed	medium	2	2977	1936-05-28T01:10:00	1936-06-30T00:14:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
