raw_person	canonical_person	reason	confidence	document_count	total_words	first_date	last_date	processes	collections
Г.Л. Шкловского	Шкловского	initials_stripped_unreviewed	medium	2	2526	1936-05-04T00:10:00	1936-05-06T00:10:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Д. Зарицкого	Зарицкого	initials_stripped_unreviewed	medium	1	589	1938-03-01T07:59:05	1938-03-01T07:59:05	ПРОЦЕСС 2-12 МАРТА 1938 г.	БУХАРИН
Н.М. Букалова	Букалова	initials_stripped_unreviewed	medium	1	2826	1937-07-05T18:04:07	1937-07-05T18:04:07	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Ф. Ульянова	Ульянова	initials_stripped_unreviewed	medium	1	2372	1937-06-28T17:32:10	1937-06-28T17:32:10	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Г. Ягодой	Ягода	initials_plus_manual_variant	high	1	3577	1937-04-26T19:01:55	1937-04-26T19:01:55	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.М. Тамаркина	Тамаркина	initials_stripped_unreviewed	medium	1	248	1937-03-27T15:02:26	1937-03-27T15:02:26	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Л. Левина	Левина	initials_stripped_unreviewed	medium	1	3550	1937-03-14T19:03:58	1937-03-14T19:03:58	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Л. Колесникова	Колесникова	initials_stripped_unreviewed	medium	1	3436	1937-03-12T10:40:54	1937-03-12T10:40:54	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.И. Дуката	Дуката	initials_stripped_unreviewed	medium	1	2774	1937-03-08T17:02:42	1937-03-08T17:02:42	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Герасимато	Герасимато	initials_stripped_unreviewed	medium	1	1939	1937-03-06T21:20:18	1937-03-06T21:20:18	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Табанакова	Табанакова	initials_stripped_unreviewed	medium	1	3692	1937-03-01T12:00:25	1937-03-01T12:00:25	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Шмидтом	Шмидтом	initials_stripped_unreviewed	medium	1	3349	1937-02-22T22:14:47	1937-02-22T22:14:47	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.П. Нестеровым	Нестеровым	initials_stripped_unreviewed	medium	1	3298	1937-02-22T15:17:56	1937-02-22T15:17:56	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.К. Яглома	Яглома	initials_stripped_unreviewed	medium	1	4074	1937-02-20T21:17:03	1937-02-20T21:17:03	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Е. Меерсона	Меерсона	initials_stripped_unreviewed	medium	1	2922	1936-04-20T01:00:00	1936-04-20T01:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.А. Мешковской	Мешковской	initials_stripped_unreviewed	medium	1	3133	1936-04-15T00:28:00	1936-04-15T00:28:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Е. Нилендера	Нилендера	initials_stripped_unreviewed	medium	1	2463	1936-04-12T08:20:00	1936-04-12T08:20:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.В. Слащева	Слащева	initials_stripped_unreviewed	medium	1	962	1936-04-11T03:00:00	1936-04-11T03:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.С. Веритовой	Веритовой	initials_stripped_unreviewed	medium	1	1002	1936-04-11T01:00:00	1936-04-11T01:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Ф. Васильченко	Васильченко	initials_stripped_unreviewed	medium	1	900	1936-04-10T02:00:00	1936-04-10T02:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Клюшенкова	Клюшенкова	initials_stripped_unreviewed	medium	1	764	1936-04-10T01:00:00	1936-04-10T01:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.П. Удалова	Удалова	initials_stripped_unreviewed	medium	1	922	1936-04-09T00:00:00	1936-04-09T00:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Е. Шмундака	Шмундака	initials_stripped_unreviewed	medium	1	1107	1936-04-07T03:23:00	1936-04-07T03:23:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Бриггиса	Бриггиса	initials_stripped_unreviewed	medium	1	2254	1936-03-29T05:00:00	1936-03-29T05:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.П. Вяткина	Вяткина	initials_stripped_unreviewed	medium	1	2447	1936-03-27T00:00:00	1936-03-27T00:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Нырчуком	Нырчуком	initials_stripped_unreviewed	medium	1	1222	1936-03-25T04:00:00	1936-03-25T04:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Б. Берндта	Берндта	initials_stripped_unreviewed	medium	1	650	1936-03-25T02:00:00	1936-03-25T02:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.К. Боштедта	Боштедта	initials_stripped_unreviewed	medium	1	699	1936-03-23T04:00:00	1936-03-23T04:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.П. Адамяна	Адамяна	initials_stripped_unreviewed	medium	1	464	1936-03-23T01:00:00	1936-03-23T01:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Попова	Попова	initials_stripped_unreviewed	medium	1	912	1936-03-22T01:00:00	1936-03-22T01:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Шахиджанян	Шахиджанян	initials_stripped_unreviewed	medium	1	569	1936-03-22T00:00:00	1936-03-22T00:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Т. Мясничкова	Мясничкова	initials_stripped_unreviewed	medium	1	520	1936-03-21T05:00:00	1936-03-21T05:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.С. Синициной	Синициной	initials_stripped_unreviewed	medium	1	1009	1936-03-21T04:00:00	1936-03-21T04:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Р. Закгейма	Закгейма	initials_stripped_unreviewed	medium	1	1015	1936-03-20T01:51:00	1936-03-20T01:51:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.И. Фридмана	Фридмана	initials_stripped_unreviewed	medium	1	2338	1936-03-20T00:51:00	1936-03-20T00:51:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Дебрева	Дебрева	initials_stripped_unreviewed	medium	1	1099	1936-03-17T13:38:00	1936-03-17T13:38:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Демченко	Демченко	initials_stripped_unreviewed	medium	1	1108	1936-03-15T00:00:00	1936-03-15T00:00:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.П. Новикова	Новикова	initials_stripped_unreviewed	medium	1	527	1936-03-08T01:22:00	1936-03-08T01:22:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Бурова	Бурова	initials_stripped_unreviewed	medium	1	1277	1936-01-21T17:18:00	1936-01-21T17:18:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.К. Бормана	Бормана	initials_stripped_unreviewed	medium	1	913	1935-12-17T21:03:15	1935-12-17T21:03:15	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Г.Ф. Самойловича	Самойловича	initials_stripped_unreviewed	medium	1	1032	1935-12-10T01:03:00	1935-12-10T01:03:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Я. Янсона	Янсона	initials_stripped_unreviewed	medium	1	809	1935-11-14T17:12:00	1935-11-14T17:12:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Звады	Звады	initials_stripped_unreviewed	medium	1	1173	1935-11-06T19:07:00	1935-11-06T19:07:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Н. Соина	Соина	initials_stripped_unreviewed	medium	1	1661	1935-11-01T08:46:04	1935-11-01T08:46:04	РАЗНЫЕ ДОКУМЕНТЫ	РАЗНЫЕ ДОКУМЕНТЫ
В.А. Ваганяна	Ваганяна	initials_stripped_unreviewed	medium	1	222	1935-10-29T14:12:00	1935-10-29T14:12:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
В.Е. Цесарского	Цесарского	initials_stripped_unreviewed	medium	1	931	1935-10-17T18:33:00	1935-10-17T18:33:00	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ
Н.Г. Андрейчука	Андрейчука	initials_stripped_unreviewed	medium	1	478	1935-10-13T18:55:00	1935-10-13T18:55:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Н. Дорошенко	Дорошенко	initials_stripped_unreviewed	medium	1	256	1935-10-11T18:53:00	1935-10-11T18:53:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.Е. Саркисьяна	Саркисьяна	initials_stripped_unreviewed	medium	1	3141	1935-10-07T21:55:49	1935-10-07T21:55:49	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
И.А. Мальгина	Мальгина	initials_stripped_unreviewed	medium	1	2111	1935-08-17T12:12:05	1935-08-17T12:12:05	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
Л.З. Мехлису	Мехлису	initials_stripped_unreviewed	medium	1	443	1935-08-06T11:52:06	1935-08-06T11:52:06	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ
Я.Х. Петерса	Петерса	initials_stripped_unreviewed	medium	1	1388	1935-08-04T19:24:56	1935-08-04T19:24:56	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ
М.И. Ганштака	Ганштака	initials_stripped_unreviewed	medium	1	498	1935-07-31T12:12:44	1935-07-31T12:12:44	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ
И.А. Акулову	Акулову	initials_stripped_unreviewed	medium	1	498	1935-07-31T12:12:44	1935-07-31T12:12:44	КРЕМЛЕВСКОЕ ДЕЛО	ДРУГИЕ ДОКУМЕНТЫ
М.С. Голендо	Голендо	initials_stripped_unreviewed	medium	1	9927	1935-07-23T17:47:00	1935-07-23T17:47:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
Н.В. Комогорова	Комогорова	initials_stripped_unreviewed	medium	1	6540	1935-07-20T21:42:57	1935-07-20T21:42:57	РАЗНЫЕ ДОКУМЕНТЫ	РАЗНЫЕ ДОКУМЕНТЫ
В.К. Сотскова	Сотскова	initials_stripped_unreviewed	medium	1	154	1935-05-09T14:56:00	1935-05-09T14:56:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
М.С. Югова	Югова	initials_stripped_unreviewed	medium	1	168	1935-04-30T18:56:37	1935-04-30T18:56:37	РАЗНЫЕ ДОКУМЕНТЫ	РАЗНЫЕ ДОКУМЕНТЫ
П.И. Жиромского	Жиромского	initials_stripped_unreviewed	medium	1	716	1935-04-30T00:10:00	1935-04-30T00:10:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Поскребышеву	Поскребышеву	initials_stripped_unreviewed	medium	1	45	1935-04-27T13:15:00	1935-04-27T13:15:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ
И.И. Соловьева	Соловьева	initials_stripped_unreviewed	medium	1	1270	1935-04-26T01:10:00	1935-04-26T01:10:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Д. Урусова	Урусова	initials_stripped_unreviewed	medium	1	1170	1935-04-25T00:49:00	1935-04-25T00:49:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Т. Черкасовой	Черкасовой	initials_stripped_unreviewed	medium	1	702	1935-04-23T03:00:00	1935-04-23T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Дубовской	Дубовской	initials_stripped_unreviewed	medium	1	949	1935-04-23T02:00:00	1935-04-23T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Т. Узданского	Узданского	initials_stripped_unreviewed	medium	1	2062	1935-04-22T03:00:00	1935-04-22T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.А. Воронова	Воронова	initials_stripped_unreviewed	medium	1	1053	1935-04-22T00:00:00	1935-04-22T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Рябининой	Рябининой	initials_stripped_unreviewed	medium	1	548	1935-04-21T03:00:00	1935-04-21T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Мячиной	Мячиной	initials_stripped_unreviewed	medium	1	828	1935-04-19T01:34:00	1935-04-19T01:34:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Н. Розенфельдом	Розенфельдом	initials_stripped_unreviewed	medium	1	391	1935-04-19T00:32:00	1935-04-19T00:32:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Музыки	Музыки	initials_stripped_unreviewed	medium	1	1427	1935-04-17T07:00:00	1935-04-17T07:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Ф. Поляковым	Поляковым	initials_stripped_unreviewed	medium	1	302	1935-04-17T04:00:00	1935-04-17T04:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.И. Лакиды	Лакиды	initials_stripped_unreviewed	medium	1	618	1935-04-17T03:00:00	1935-04-17T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Гардина-	Гардина-	initials_stripped_unreviewed	medium	1	1619	1935-04-17T00:00:00	1935-04-17T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.И. Медкова	Медкова	initials_stripped_unreviewed	medium	1	1004	1935-04-14T02:05:00	1935-04-14T02:05:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.М. Житомирского	Житомирского	initials_stripped_unreviewed	medium	1	1375	1935-04-14T01:05:00	1935-04-14T01:05:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Покатиловского	Покатиловского	initials_stripped_unreviewed	medium	1	579	1935-04-14T00:05:00	1935-04-14T00:05:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Л. Лопатинского	Лопатинского	initials_stripped_unreviewed	medium	1	534	1935-04-13T02:00:00	1935-04-13T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Г. Соловьевой	Соловьевой	initials_stripped_unreviewed	medium	1	948	1935-04-13T01:00:00	1935-04-13T01:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Я. Головским-	Головским-	initials_stripped_unreviewed	medium	1	282	1935-04-10T02:05:00	1935-04-10T02:05:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.К. Мухановым	Мухановым	initials_stripped_unreviewed	medium	1	282	1935-04-10T02:05:00	1935-04-10T02:05:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Бочарова	Бочарова	initials_stripped_unreviewed	medium	1	1534	1935-04-08T22:54:16	1935-04-08T22:54:16	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ
С.А. Руднева	Руднева	initials_stripped_unreviewed	medium	1	1130	1935-04-08T00:02:00	1935-04-08T00:02:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Я. Буклея	Буклея	initials_stripped_unreviewed	medium	1	1406	1935-04-07T01:01:00	1935-04-07T01:01:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Б. Либермана	Либермана	initials_stripped_unreviewed	medium	1	4815	1935-04-07T00:10:00	1935-04-07T00:10:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Терихова	Терихова	initials_stripped_unreviewed	medium	1	1723	1935-04-05T14:51:00	1935-04-05T14:51:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
Е.С. Мельниковой	Мельниковой	initials_stripped_unreviewed	medium	1	594	1935-04-05T01:10:00	1935-04-05T01:10:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.П. Рудневой	Рудневой	initials_stripped_unreviewed	medium	1	825	1935-04-04T04:00:00	1935-04-04T04:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Э. Чернозубовой	Чернозубовой	initials_stripped_unreviewed	medium	1	995	1935-04-02T00:40:00	1935-04-02T00:40:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Д. Вуйовичем	Вуйовичем	initials_stripped_unreviewed	medium	1	647	1935-04-01T00:00:00	1935-04-01T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Л. Голоступеца	Голоступеца	initials_stripped_unreviewed	medium	1	827	1935-03-31T03:00:00	1935-03-31T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Михайлова	Михайлова	initials_stripped_unreviewed	medium	1	1272	1935-03-31T02:00:00	1935-03-31T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.А. Васильева	Васильева	initials_stripped_unreviewed	medium	1	282	1935-03-29T11:50:26	1935-03-29T11:50:26	КРЕМЛЕВСКОЕ ДЕЛО	Г.Б. СИНАНИ-СКАЛОВ
Л.К. Пелипейко	Пелипейко	initials_stripped_unreviewed	medium	1	1108	1935-03-28T07:00:00	1935-03-28T07:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.К. Гогуа	Гогуа	initials_stripped_unreviewed	medium	1	1554	1935-03-28T05:00:00	1935-03-28T05:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Ивановой	Ивановой	initials_stripped_unreviewed	medium	1	1361	1935-03-28T03:00:00	1935-03-28T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.К. Мухановой	Мухановой	initials_stripped_unreviewed	medium	1	1473	1935-03-23T02:00:00	1935-03-23T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Г. Корчагиной	Корчагиной	initials_stripped_unreviewed	medium	1	1085	1935-03-23T01:00:00	1935-03-23T01:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Н. Цыбульника	Цыбульника	initials_stripped_unreviewed	medium	1	1159	1935-03-22T13:53:45	1935-03-22T13:53:45	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
Я.В. Апушкина	Апушкина	initials_stripped_unreviewed	medium	1	820	1935-03-22T01:00:00	1935-03-22T01:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Раевского	Раевского	initials_stripped_unreviewed	medium	1	1442	1935-03-21T03:00:00	1935-03-21T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.П. Дьячкова	Дьячкова	initials_stripped_unreviewed	medium	1	724	1935-03-20T06:00:00	1935-03-20T06:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Д. Кочетовой	Кочетовой	initials_stripped_unreviewed	medium	1	1589	1935-03-20T03:00:00	1935-03-20T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.М. Сосипатрова	Сосипатрова	initials_stripped_unreviewed	medium	1	1821	1935-03-19T03:00:00	1935-03-19T03:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.В. Больших	Больших	initials_stripped_unreviewed	medium	1	829	1935-03-17T04:00:00	1935-03-17T04:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.Г. Миндель	Миндель	initials_stripped_unreviewed	medium	1	2037	1935-03-16T02:00:00	1935-03-16T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Ф. Ермолаевой	Ермолаевой	initials_stripped_unreviewed	medium	1	1433	1935-03-15T10:35:01	1935-03-15T10:35:01	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ
В.К. Клейна	Клейна	initials_stripped_unreviewed	medium	1	769	1935-03-15T00:00:00	1935-03-15T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Я. Нехамкина	Нехамкина	initials_stripped_unreviewed	medium	1	748	1935-03-14T00:00:00	1935-03-14T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Е. Дубовского	Дубовского	initials_stripped_unreviewed	medium	1	1136	1935-03-13T02:00:00	1935-03-13T02:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Нелидовой	Нелидовой	initials_stripped_unreviewed	medium	1	1119	1935-03-10T02:10:00	1935-03-10T02:10:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Никитинской	Никитинской	initials_stripped_unreviewed	medium	1	895	1935-02-26T00:00:00	1935-02-26T00:00:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.П. Жашковой	Жашковой	initials_stripped_unreviewed	medium	1	780	1935-02-25T06:47:00	1935-02-25T06:47:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Гая	Гая	initials_stripped_unreviewed	medium	1	380	1935-02-19T10:39:33	1935-02-19T10:39:33	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
Д.С. Тайца	Тайца	initials_stripped_unreviewed	medium	1	380	1935-02-19T10:39:33	1935-02-19T10:39:33	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
М.И. Кащеева	Кащеева	initials_stripped_unreviewed	medium	1	5060	1935-02-16T13:01:00	1935-02-16T13:01:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ
М.Я. Презента	Презента	initials_stripped_unreviewed	medium	1	1099	1935-02-11T05:34:00	1935-02-11T05:34:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.П. Лукьянова	Лукьянова	initials_stripped_unreviewed	medium	1	789	1935-02-07T05:18:00	1935-02-07T05:18:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Орловой	Орловой	initials_stripped_unreviewed	medium	1	162	1935-01-30T18:50:00	1935-01-30T18:50:00	КРЕМЛЕВСКОЕ ДЕЛО	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Маленкова	Маленкова	initials_stripped_unreviewed	medium	1	421	1935-01-26T09:44:30	1935-01-26T09:44:30	ПРОЦЕСС 2-12 МАРТА 1938 г.	ДРУГИЕ ДОКУМЕНТЫ
В.Г. Лукина	Лукина	initials_stripped_unreviewed	medium	1	237	1935-01-23T02:00:00	1935-01-23T02:00:00	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	МАТЕРИАЛЫ СЛЕДСТВИЯ
