person	document_count	total_words	first_date	last_date	profile_tags	top_families	top_organizations	top_office_positions	top_trial_roles	top_political_labels	top_accusatory_labels	top_generic_roles	top_document_types	top_processes	top_collections	interpretation_note
Я.С. Розановым	2	1596	1936-03-31T16:10:00	1936-04-03T03:00:00	trial_role_context | political_label_context	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | ВКП(б):1 | НКВД:1	директор:1 | руководитель:1	обвиняемый:2	троцкист:1		представитель:1 | сотрудник:1 | член:1	confrontation_protocol:2	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
Я.Я. Упмал-Ангарский	2	3950	1936-04-22T02:00:00	1936-05-10T00:10:00	political_label_context	party_apparatus:2 | international:2 | security_apparatus:2 | press_media:1	ВКП(б):2 | ГУГБ:2 | Коминтерн:2 | Правда:1 | Известия:1 | ЦК ВКП(б):1	посол:1 | руководитель:1 | секретарь:1		троцкист:2 | правый:1		член:2 | сотрудник:1	interrogation_protocol:2	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.А. Абрамова	1	1345	1936-11-29T14:43:23	1936-11-29T14:43:23	trial_role_context | political_label_context	press_media:1 | party_apparatus:1	ВКП(б):1 | Правда:1	директор:1 | заместитель:1 | начальник:1 | председатель:1 | руководитель:1	обвиняемый:1	троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Антипиной	1	239	1935-01-01T09:00:00	1935-01-01T09:00:00									interrogation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Гардин-Гейер	1	1619	1935-04-17T00:00:00	1935-04-17T00:00:00	accusatory_label_context	party_apparatus:1 | international:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | Коминтерн:1	комиссар:1 | секретарь:1			вредитель:1	сотрудник:1	special_report:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Жданову	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	trial_role_context | political_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | Известия:1 | НКВД:1	комиссар:1 | секретарь:1	обвиняемый:1	троцкист:1			special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Израилитина	1	264	1935-01-13T01:00:00	1935-01-13T01:00:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1	секретарь:1		троцкист:1			testimony:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Карпова	1	2426	1936-10-28T18:42:08	1936-10-28T18:42:08	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	заместитель:1 | комиссар:1 | начальник:1 | председатель:1 | руководитель:1 | секретарь:1 | следователь:1		троцкист:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Нелидовой	1	1119	1935-03-10T02:10:00	1935-03-10T02:10:00		party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1	руководитель:1 | секретарь:1				сотрудник:1 | член:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Орловой	1	162	1935-01-30T18:50:00	1935-01-30T18:50:00									interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.А. Табанакова	1	3692	1937-03-01T12:00:25	1937-03-01T12:00:25	political_label_context | accusatory_label_context	party_apparatus:1 | security_apparatus:1	НКВД:1 | ВКП(б):1 | ГУГБ:1 | ЦК ВКП(б):1 | Политбюро:1	комиссар:1 | начальник:1 | председатель:1 | секретарь:1		правый:1 | троцкист:1	агент:1	сотрудник:1 | член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.В. Бочарова	1	1534	1935-04-08T22:54:16	1935-04-08T22:54:16	accusatory_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | Правда:1 | ЦК ВКП(б):1 | Политбюро:1	директор:1 | заместитель:1 | комиссар:1 | нарком:1 | редактор:1 | секретарь:1			агент:1	член:1	special_report:1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	ДРУГИЕ ДОКУМЕНТЫ:1	cooccurrence_profile_not_biographical_claim
А.В. Дзедзиевского	1	3319	1936-11-15T15:52:23	1936-11-15T15:52:23	trial_role_context | political_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | Правда:1	заместитель:1 | комиссар:1 | начальник:1 | руководитель:1 | секретарь:1	обвиняемый:1	правый:1 | троцкист:1		кандидат:1 | сотрудник:1 | член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.В. Перимовым	1	276	1935-01-10T14:00:00	1935-01-10T14:00:00	trial_role_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1		обвиняемый:1			член:1	confrontation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.В. Травиной	1	2505	1937-01-31T12:25:49	1937-01-31T12:25:49	trial_role_context | political_label_context	state_apparatus:1 | press_media:1 | party_apparatus:1 | security_apparatus:1	НКВД:1 | ВКП(б):1 | Известия:1 | Правда:1 | ЦК ВКП(б):1 | Совнарком:1	директор:1 | заместитель:1 | комиссар:1 | нарком:1 | председатель:1 | секретарь:1	подсудимый:1	правый:1 | троцкист:1		член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	БУХАРИН:1	cooccurrence_profile_not_biographical_claim
А.Г. Егорова	1	672	1934-12-26T11:22:24	1934-12-26T11:22:24		security_apparatus:1	ГУГБ:1 | НКВД:1	комиссар:1 | секретарь:1 | следователь:1				член:1	interrogation_protocol:1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	ДРУГИЕ ДОКУМЕНТЫ:1	cooccurrence_profile_not_biographical_claim
А.Г. Корчагиной	1	1085	1935-03-23T01:00:00	1935-03-23T01:00:00		state_apparatus:1 | security_apparatus:1	ГУГБ:1 | ЦИК СССР:1	начальник:1 | секретарь:1				член:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.Г. Шляпникова	1	352	1935-01-02T22:01:33	1935-01-02T22:01:33		press_media:1 | party_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | Правда:1	директор:1 | комиссар:1 | секретарь:1				член:1	special_report:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.Д. Арефьевым	1	565	1933-03-22T08:06:13	1933-03-22T08:06:13		party_apparatus:1	ВКП(б):1	начальник:1				член:1	confrontation_protocol:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	ПРЕДЫСТОРИЯ:1	cooccurrence_profile_not_biographical_claim
А.Д. Бронштейне	1	436	1936-08-23T23:54:31	1936-08-23T23:54:31	political_label_context	press_media:1 | party_apparatus:1 | judicial_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | Прокуратура СССР:1 | Правда:1	директор:1 | руководитель:1 | секретарь:1		троцкист:1		член:1	letter:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	cooccurrence_profile_not_biographical_claim
А.З. Волкова	1	2410	1936-10-14T18:23:40	1936-10-14T18:23:40	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1	нарком:1 | начальник:1 | руководитель:1 | секретарь:1	обвиняемый:1 | свидетель:1	троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Анишевым	1	468	1935-01-02T19:00:00	1935-01-02T19:00:00	trial_role_context	security_apparatus:1	ГУГБ:1	руководитель:1	обвиняемый:1			член:1	confrontation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Бриггиса	1	2254	1936-03-29T05:00:00	1936-03-29T05:00:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	комиссар:1 | нарком:1 | начальник:1 | руководитель:1 | секретарь:1 | следователь:1		троцкист:1		сотрудник:1 | член:1	special_report:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Витковского	1	2015	1936-10-18T15:35:56	1936-10-18T15:35:56	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1	комиссар:1 | начальник:1 | руководитель:1 | секретарь:1		троцкист:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Гальперина	1	3213	1936-10-11T21:48:33	1936-10-11T21:48:33	political_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	НКВД:1 | ВКП(б):1 | ГУГБ:1 | Правда:1 | ЦК ВКП(б):1 | Политбюро:1	директор:1 | комиссар:1 | нарком:1 | начальник:1 | руководитель:1 | секретарь:1		правый:1 | троцкист:1		представитель:1 | член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Емшанова	1	5133	1937-02-03T21:24:29	1937-02-03T21:24:29	trial_role_context | political_label_context | accusatory_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	заместитель:1 | комиссар:1 | нарком:1 | начальник:1 | руководитель:1 | секретарь:1	обвиняемый:1	правый:1 | троцкист:1	агент:1 | вредитель:1	член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Зильбермана	1	1548	1934-12-25T02:00:00	1934-12-25T02:00:00	trial_role_context | political_label_context	press_media:1 | party_apparatus:1	ВКП(б):1 | Правда:1 | Политбюро:1	руководитель:1	подсудимый:1	правый:1 | троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Муралова	1	393	1937-01-26T09:13:34	1937-01-26T09:13:34	political_label_context | accusatory_label_context	state_apparatus:1 | press_media:1 | party_apparatus:1	ВКП(б):1 | Совнарком:1 | Правда:1 | ЦК ВКП(б):1	председатель:1 | редактор:1 | секретарь:1		правый:1 | троцкист:1	агент:1 | вредитель:1		letter:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	cooccurrence_profile_not_biographical_claim
А.И. Мячиной	1	828	1935-04-19T01:34:00	1935-04-19T01:34:00	accusatory_label_context	security_apparatus:1	ГУГБ:1	начальник:1			агент:1		interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Никитинской	1	895	1935-02-26T00:00:00	1935-02-26T00:00:00		state_apparatus:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | ЦИК СССР:1	руководитель:1 | секретарь:1				сотрудник:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Рамм-Пфемферт	1	349	1930-04-02T14:37:24	1930-04-02T14:37:24									letter:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ОЛЬБЕРГ:1	cooccurrence_profile_not_biographical_claim
А.И. Толмазовым	1	218	1934-12-25T04:00:00	1934-12-25T04:00:00	trial_role_context	security_apparatus:1	ГУГБ:1 | НКВД:1		обвиняемый:1			член:1	confrontation_protocol:1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.И. Уварова	1	3435	1936-07-14T01:10:00	1936-07-14T01:10:00	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	заместитель:1 | комиссар:1 | нарком:1 | начальник:1 | руководитель:1 | секретарь:1	обвиняемый:1	троцкист:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.К. Бормана	1	913	1935-12-17T21:03:15	1935-12-17T21:03:15	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1	секретарь:1		правый:1		член:1	interrogation_protocol:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	ПРЕДЫСТОРИЯ:1	cooccurrence_profile_not_biographical_claim
А.К. Дрожжина	1	1724	1936-11-16T19:11:06	1936-11-16T19:11:06	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	комиссар:1 | руководитель:1 | секретарь:1	обвиняемый:1	правый:1 | троцкист:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.К. Язовских	1	2498	1937-01-23T17:19:33	1937-01-23T17:19:33	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1	директор:1 | заместитель:1 | комиссар:1 | начальник:1 | председатель:1 | руководитель:1 | секретарь:1		троцкист:1		представитель:1 | член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.Л. Голоступеца	1	827	1935-03-31T03:00:00	1935-03-31T03:00:00	trial_role_context	state_apparatus:1 | security_apparatus:1	ГУГБ:1 | ЦИК СССР:1 | Секретариат ЦИК СССР:1		свидетель:1			сотрудник:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
