person	total_process_documents	process_count	process_kind_count	top_process	top_process_document_count	top_process_share	process_distribution	process_kind_distribution	interpretation_note
Ф.К. Розенбаха	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.П. Медведева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.П. Швальбе	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.Ф. Иоэльсон	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Х.А. Лившиц	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ш.М. Дволайцкого	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Э.Г. Лейкина	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Э.З. Гольденберга	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Э.К. Константа	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Э.Н. Адунской	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Э.Р. Петерсон	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ю.Г. Островского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ю.Д. Урусова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Ю.И. Дуката	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ю.Р. Закгейма	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ю.С. Фридлянда	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.А. Лившицем	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.В. Апушкина	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Я.И. Зайдмана	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.К. Яглома	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.М. Урановского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.П. Гальперина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.П. Новикова	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.Ф. Городецкого	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.Ф. Шарова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Я.Х. Петерса	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Я.Э. Рудзутаку	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.Э. Стэна	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Я.Ю. Харита	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
